zone_id,week_start,flood_event_count_24m,avg_event_rainfall_mm,max_event_rainfall_mm,curfew_count_qtr,avg_curfew_hours,power_outage_count_month,avg_power_outage_hours,traffic_disruption_hours_week,disruption_days_month,proximity_river_km,coastal_exposure_index,elevation_m,adjacent_zone_risk_prev_week,historical_risk_score
zone_1,2024-08-24,0,31.808,43.699,0,1.529,1,4.271,7.898,0,8.459,0.495,215.356,88.286,68.40076868001815
zone_1,2024-08-31,0,39.518,62.829,0,1.609,0,1.26,9.198,5,8.459,0.495,215.356,84.918,88.34971240895533
zone_1,2024-09-07,0,23.848,50.358,2,1.337,1,3.422,8.25,2,8.459,0.495,215.356,87.298,72.4877411320683
zone_1,2024-09-14,2,44.372,58.424,0,3.529,2,5.56,6.442,0,8.459,0.495,215.356,84.086,74.54824361180717
zone_1,2024-09-21,0,24.981,45.844,1,0.599,1,3.577,7.164,1,8.459,0.495,215.356,85.387,65.57873187732343
zone_1,2024-09-28,1,30.101,46.327,1,2.338,0,3.252,7.545,3,8.459,0.495,215.356,76.805,76.07919568303512
zone_1,2024-10-05,1,40.765,67.33,0,2.082,0,0.808,5.04,1,8.459,0.495,215.356,76.3,64.51272017670115
zone_1,2024-10-12,2,32.015,58.011,1,1.431,0,2.892,9.015,4,8.459,0.495,215.356,69.276,87.13248961879566
zone_1,2024-10-19,0,32.854,41.009,0,3.004,2,1.855,7.697,4,8.459,0.495,215.356,71.172,74.27640712962055
zone_1,2024-10-26,0,48.081,63.241,1,2.628,2,4.453,6.47,1,8.459,0.495,215.356,68.131,65.34666555311448
zone_1,2024-11-02,0,60.727,89.644,0,2.549,1,3.076,7.865,7,8.459,0.495,215.356,69.709,91.25964109277007
zone_1,2024-11-09,0,67.372,87.166,0,0.61,1,2.495,7.185,8,8.459,0.495,215.356,72.328,94.2668173545336
zone_1,2024-11-16,1,54.421,77.203,0,2.819,2,3.007,11.522,5,8.459,0.495,215.356,78.927,98.0
zone_1,2024-11-23,1,64.957,89.603,1,1.348,1,3.732,9.253,5,8.459,0.495,215.356,85.608,98.0
zone_1,2024-11-30,0,68.581,86.112,1,0.209,2,2.209,5.371,0,8.459,0.495,215.356,87.514,70.16131320822112
zone_1,2024-12-07,1,122.73,146.209,1,2.299,0,3.87,9.017,6,8.459,0.495,215.356,82.957,98.0
zone_1,2024-12-14,3,107.504,140.535,0,1.757,0,3.145,8.887,8,8.459,0.495,215.356,84.589,98.0
zone_1,2024-12-21,0,89.115,105.526,0,2.837,2,2.135,5.97,3,8.459,0.495,215.356,86.547,86.61596368774563
zone_1,2024-12-28,1,96.734,114.707,0,2.907,2,3.326,11.553,5,8.459,0.495,215.356,87.056,98.0
zone_1,2025-01-04,1,125.475,137.216,0,1.311,3,3.99,10.484,5,8.459,0.495,215.356,88.631,98.0
zone_1,2025-01-11,1,138.494,159.998,0,1.3,4,3.4,5.76,3,8.459,0.495,215.356,89.199,98.0
zone_1,2025-01-18,2,122.289,148.004,0,3.811,3,2.534,6.897,3,8.459,0.495,215.356,90.372,98.0
zone_1,2025-01-25,2,127.804,154.305,1,1.572,3,1.146,10.182,3,8.459,0.495,215.356,91.05,98.0
zone_1,2025-02-01,3,144.017,167.587,0,3.651,1,3.296,9.086,7,8.459,0.495,215.356,92.911,98.0
zone_1,2025-02-08,2,154.138,185.039,1,0.263,1,2.791,8.345,7,8.459,0.495,215.356,92.862,98.0
zone_1,2025-02-15,2,143.31,168.903,0,2.815,5,2.808,12.517,4,8.459,0.495,215.356,94.938,98.0
zone_1,2025-02-22,2,161.448,174.496,2,1.858,2,3.53,9.231,1,8.459,0.495,215.356,96.725,98.0
zone_1,2025-03-01,1,170.218,184.507,0,4.583,4,4.377,9.468,5,8.459,0.495,215.356,98.55,98.0
zone_1,2025-03-08,3,175.402,207.389,0,0.0,0,2.139,6.769,4,8.459,0.495,215.356,97.482,98.0
zone_1,2025-03-15,0,165.483,194.387,0,2.143,0,1.926,8.884,7,8.459,0.495,215.356,95.755,98.0
zone_1,2025-03-22,0,173.969,193.86,1,1.989,2,2.614,8.717,6,8.459,0.495,215.356,95.761,98.0
zone_1,2025-03-29,1,144.687,152.713,0,2.967,0,1.769,10.922,6,8.459,0.495,215.356,98.465,98.0
zone_1,2025-04-05,0,156.377,178.602,0,3.007,0,0.528,11.518,8,8.459,0.495,215.356,99.469,98.0
zone_1,2025-04-12,2,139.656,160.448,1,2.211,4,1.987,11.298,7,8.459,0.495,215.356,97.134,98.0
zone_1,2025-04-19,1,170.751,195.834,0,0.416,0,2.388,8.096,9,8.459,0.495,215.356,98.192,98.0
zone_1,2025-04-26,1,171.846,193.888,0,1.107,1,1.567,9.939,6,8.459,0.495,215.356,100.0,98.0
zone_1,2025-05-03,4,141.952,162.044,0,0.95,2,2.865,10.869,8,8.459,0.495,215.356,100.0,98.0
zone_1,2025-05-10,1,133.399,146.639,1,3.3,3,2.778,8.508,6,8.459,0.495,215.356,100.0,98.0
zone_1,2025-05-17,2,126.729,149.221,1,3.638,2,0.672,6.582,6,8.459,0.495,215.356,98.592,98.0
zone_1,2025-05-24,3,131.834,161.547,2,1.874,1,2.63,12.233,6,8.459,0.495,215.356,98.536,98.0
zone_1,2025-05-31,1,132.077,153.125,0,1.493,3,3.034,9.793,6,8.459,0.495,215.356,100.0,98.0
zone_1,2025-06-07,1,102.775,107.28,0,2.142,2,1.524,7.89,4,8.459,0.495,215.356,100.0,98.0
zone_1,2025-06-14,2,101.314,113.251,0,2.188,2,3.248,9.921,3,8.459,0.495,215.356,99.507,98.0
zone_1,2025-06-21,0,87.593,109.904,0,0.0,3,3.042,8.032,7,8.459,0.495,215.356,96.862,98.0
zone_1,2025-06-28,1,89.903,113.734,1,3.788,1,2.752,6.584,5,8.459,0.495,215.356,95.737,98.0
zone_1,2025-07-05,0,56.524,79.7,0,3.187,3,4.5,4.804,4,8.459,0.495,215.356,94.037,77.1903748245996
zone_1,2025-07-12,1,65.234,80.662,0,2.614,1,3.007,8.297,7,8.459,0.495,215.356,88.934,98.0
zone_1,2025-07-19,0,67.138,91.854,0,3.14,0,3.233,8.955,5,8.459,0.495,215.356,94.042,98.0
zone_1,2025-07-26,0,66.935,84.09,2,0.477,0,3.525,5.881,3,8.459,0.495,215.356,97.234,82.45173042901799
zone_1,2025-08-02,1,33.957,71.901,0,2.331,2,1.499,6.601,3,8.459,0.495,215.356,97.019,79.35351631042131
zone_1,2025-08-09,0,39.144,56.881,0,2.817,1,4.215,6.366,1,8.459,0.495,215.356,95.334,69.714289811155
zone_1,2025-08-16,0,43.431,51.186,1,2.832,4,2.469,8.29,7,8.459,0.495,215.356,91.098,93.41528326174006
zone_1,2025-08-23,1,51.946,71.068,0,2.331,1,2.198,6.363,5,8.459,0.495,215.356,95.15,88.96359593545867
zone_1,2025-08-30,1,42.2,67.56,0,0.965,0,2.449,4.502,2,8.459,0.495,215.356,93.919,70.57361863699403
zone_1,2025-09-06,0,30.079,47.889,0,2.54,1,3.678,3.588,3,8.459,0.495,215.356,87.208,60.02422974067157
zone_1,2025-09-13,0,29.918,49.881,1,1.7,0,2.419,6.748,6,8.459,0.495,215.356,77.411,77.11687043968398
zone_1,2025-09-20,0,37.615,63.034,0,2.899,1,2.055,5.944,5,8.459,0.495,215.356,76.236,73.44606892869902
zone_1,2025-09-27,1,33.933,43.999,0,0.823,0,3.165,7.367,4,8.459,0.495,215.356,73.767,78.51064838289551
zone_1,2025-10-04,2,37.261,68.893,0,1.128,2,2.783,5.313,4,8.459,0.495,215.356,75.605,76.90086730015798
zone_1,2025-10-11,0,29.669,51.483,0,1.613,1,2.834,7.633,4,8.459,0.495,215.356,72.679,73.48599912846605
zone_1,2025-10-18,1,34.714,43.53,0,1.604,2,2.278,8.824,7,8.459,0.495,215.356,73.061,92.1481224432938
zone_1,2025-10-25,0,48.534,78.47,0,2.798,1,3.771,4.951,3,8.459,0.495,215.356,77.868,68.0911006980722
zone_1,2025-11-01,1,72.444,104.343,1,2.279,0,2.603,8.153,2,8.459,0.495,215.356,78.519,88.96790931534802
zone_1,2025-11-08,1,64.073,78.074,0,3.971,0,2.732,4.479,3,8.459,0.495,215.356,81.51,76.51024254101314
zone_1,2025-11-15,0,57.183,88.237,1,2.237,2,0.448,4.623,3,8.459,0.495,215.356,79.984,70.1129006522451
zone_1,2025-11-22,0,70.943,94.728,0,3.23,2,2.382,8.672,5,8.459,0.495,215.356,78.039,94.12880613302765
zone_1,2025-11-29,0,78.771,79.164,0,1.837,1,1.916,6.334,9,8.459,0.495,215.356,81.259,98.0
zone_1,2025-12-06,1,94.408,111.5,0,1.202,3,3.403,9.126,2,8.459,0.495,215.356,88.211,98.0
zone_1,2025-12-13,0,90.524,115.587,0,1.884,1,2.845,10.798,7,8.459,0.495,215.356,91.878,98.0
zone_1,2025-12-20,1,106.027,141.497,1,1.142,1,3.462,8.346,4,8.459,0.495,215.356,92.589,98.0
zone_1,2025-12-27,0,91.402,104.366,0,3.087,1,2.215,4.522,2,8.459,0.495,215.356,92.323,80.84449774799538
zone_1,2026-01-03,3,110.512,120.949,1,2.724,3,2.395,7.691,3,8.459,0.495,215.356,86.406,98.0
zone_1,2026-01-10,0,136.28,149.94,0,2.818,0,4.405,7.873,9,8.459,0.495,215.356,88.898,98.0
zone_1,2026-01-17,3,143.459,164.002,0,3.717,2,2.309,10.537,5,8.459,0.495,215.356,89.656,98.0
zone_1,2026-01-24,1,128.188,156.182,0,2.15,3,3.653,11.68,8,8.459,0.495,215.356,94.804,98.0
zone_1,2026-01-31,0,136.74,151.752,0,3.82,1,4.313,6.119,1,8.459,0.495,215.356,94.694,98.0
zone_1,2026-02-07,2,158.859,180.862,0,2.37,1,0.658,10.402,8,8.459,0.495,215.356,96.947,98.0
zone_1,2026-02-14,3,151.64,162.38,1,1.949,3,2.618,8.246,8,8.459,0.495,215.356,94.006,98.0
zone_1,2026-02-21,1,162.293,186.817,0,0.715,1,2.383,9.982,3,8.459,0.495,215.356,93.455,98.0
zone_1,2026-02-28,1,167.929,190.272,0,0.322,0,3.964,10.421,7,8.459,0.495,215.356,94.821,98.0
zone_1,2026-03-07,3,172.179,197.443,0,1.673,2,2.194,11.624,6,8.459,0.495,215.356,99.176,98.0
zone_1,2026-03-14,0,173.117,182.782,0,4.113,1,2.442,9.634,6,8.459,0.495,215.356,98.435,98.0
zone_1,2026-03-21,1,176.657,182.791,0,1.073,0,4.37,11.689,3,8.459,0.495,215.356,97.592,98.0
zone_1,2026-03-28,0,171.542,178.7,1,2.377,4,2.819,7.622,6,8.459,0.495,215.356,99.332,98.0
zone_1,2026-04-04,3,147.388,170.079,0,0.329,2,3.633,7.901,8,8.459,0.495,215.356,100.0,98.0
zone_1,2026-04-11,1,156.213,172.28,1,2.191,2,1.275,11.907,9,8.459,0.495,215.356,98.952,98.0
zone_1,2026-04-18,4,180.547,208.511,0,2.381,2,3.72,11.134,5,8.459,0.495,215.356,97.057,98.0
zone_2,2024-03-02,0,30.275,40.296,0,2.561,1,2.842,10.685,11,6.246,0.548,132.29,41.833,96.21006635398615
zone_2,2024-03-09,0,56.765,72.02,1,1.805,4,3.393,11.694,5,6.246,0.548,132.29,55.742,95.33021666687642
zone_2,2024-03-16,1,64.428,92.336,0,0.773,1,4.238,10.23,2,6.246,0.548,132.29,61.952,90.15933878470304
zone_2,2024-03-23,1,58.203,94.971,0,2.65,4,3.966,8.19,7,6.246,0.548,132.29,67.212,95.97600697367172
zone_2,2024-03-30,0,53.668,73.487,1,1.096,5,4.458,10.745,6,6.246,0.548,132.29,73.322,98.0
zone_2,2024-04-06,0,35.458,55.113,0,2.268,1,0.803,7.492,6,6.246,0.548,132.29,79.255,82.62724762389773
zone_2,2024-04-13,4,69.651,87.129,1,3.399,0,0.652,10.941,7,6.246,0.548,132.29,78.5,98.0
zone_2,2024-04-20,0,66.345,77.026,0,2.949,5,2.885,12.061,5,6.246,0.548,132.29,83.019,98.0
zone_2,2024-04-27,0,48.498,72.907,0,1.476,4,3.849,11.229,6,6.246,0.548,132.29,82.453,98.0
zone_2,2024-05-04,1,48.912,62.379,0,1.037,1,1.254,9.413,5,6.246,0.548,132.29,84.779,96.94940082800609
zone_2,2024-05-11,0,47.383,55.755,0,3.229,1,4.309,9.145,7,6.246,0.548,132.29,87.896,97.45968959892139
zone_2,2024-05-18,0,46.319,53.352,0,1.215,2,2.809,8.281,6,6.246,0.548,132.29,88.402,91.35278704099136
zone_2,2024-05-25,0,50.721,72.63,1,3.333,1,2.656,11.412,7,6.246,0.548,132.29,89.898,98.0
zone_2,2024-06-01,0,33.018,49.947,0,2.157,0,2.254,9.298,11,6.246,0.548,132.29,91.909,98.0
zone_2,2024-06-08,0,38.435,52.353,0,2.962,1,4.245,4.984,8,6.246,0.548,132.29,89.573,82.67625800151488
zone_2,2024-06-15,1,45.973,56.214,0,2.483,4,1.382,9.255,0,6.246,0.548,132.29,88.944,82.86700426857486
zone_2,2024-06-22,0,20.274,40.701,0,2.021,2,3.59,7.922,5,6.246,0.548,132.29,89.025,79.49904728460487
zone_2,2024-06-29,3,39.079,45.001,0,3.998,1,3.246,8.503,6,6.246,0.548,132.29,83.986,98.0
zone_2,2024-07-06,1,21.983,29.199,1,3.189,2,1.349,6.087,3,6.246,0.548,132.29,85.391,71.1949727795398
zone_2,2024-07-13,1,16.482,41.603,0,3.073,0,1.27,5.552,3,6.246,0.548,132.29,85.009,67.44773848396797
zone_2,2024-07-20,0,26.979,43.253,0,2.404,4,5.093,6.945,5,6.246,0.548,132.29,78.998,75.20917442906604
zone_2,2024-07-27,0,21.237,36.589,0,2.087,4,1.528,9.196,2,6.246,0.548,132.29,80.29,73.81422394131546
zone_2,2024-08-03,0,33.088,62.107,1,2.273,3,1.414,6.21,6,6.246,0.548,132.29,77.67,76.76513262690068
zone_2,2024-08-10,0,11.963,25.405,0,3.677,2,2.148,6.119,5,6.246,0.548,132.29,74.752,66.42525688071213
zone_2,2024-08-17,1,22.788,36.592,0,3.299,2,1.866,7.09,2,6.246,0.548,132.29,72.103,68.71496891634584
zone_2,2024-08-24,0,7.558,19.101,0,0.983,0,1.99,11.199,3,6.246,0.548,132.29,69.87,76.86282944678916
zone_2,2024-08-31,0,0.906,34.554,1,2.411,2,3.105,3.33,2,6.246,0.548,132.29,71.413,43.65159166583127
zone_2,2024-09-07,0,22.687,51.561,0,3.216,0,2.991,7.161,3,6.246,0.548,132.29,67.236,65.95500876516067
zone_2,2024-09-14,0,7.301,24.683,1,2.16,1,2.549,6.889,0,6.246,0.548,132.29,63.276,50.916446809207784
zone_2,2024-09-21,2,10.553,30.87,0,2.193,0,2.492,7.747,6,6.246,0.548,132.29,61.758,79.93852729232404
zone_2,2024-09-28,1,7.95,11.089,0,1.32,1,4.715,5.436,3,6.246,0.548,132.29,66.362,59.28684911049314
zone_2,2024-10-05,0,14.433,25.495,0,2.288,1,4.626,5.633,3,6.246,0.548,132.29,66.441,57.614108329755865
zone_2,2024-10-12,0,22.649,30.67,0,2.233,1,3.728,6.022,5,6.246,0.548,132.29,64.698,66.57024009350435
zone_2,2024-10-19,0,20.58,44.381,0,3.244,0,1.463,7.968,2,6.246,0.548,132.29,64.474,64.7609527409513
zone_2,2024-10-26,0,24.1,46.419,0,2.879,1,3.959,6.142,3,6.246,0.548,132.29,67.356,62.683303782247854
zone_2,2024-11-02,0,12.232,17.605,0,3.625,0,3.797,9.758,4,6.246,0.548,132.29,64.033,74.15317743956886
zone_2,2024-11-09,0,2.798,24.931,1,2.743,0,2.139,5.92,0,6.246,0.548,132.29,66.26,46.80825618210097
zone_2,2024-11-16,0,17.061,24.652,0,1.124,1,3.663,7.43,6,6.246,0.548,132.29,61.837,71.98795784567577
zone_2,2024-11-23,3,23.2,44.379,0,0.0,2,4.128,7.149,2,6.246,0.548,132.29,61.545,74.95384256408269
zone_2,2024-11-30,0,33.146,37.774,0,1.008,3,1.109,7.02,3,6.246,0.548,132.29,62.039,67.2039453905646
zone_2,2024-12-07,0,21.694,54.528,1,1.398,2,0.602,7.93,1,6.246,0.548,132.29,65.659,62.54009965538537
zone_2,2024-12-14,0,26.104,39.134,1,0.424,3,1.677,8.07,4,6.246,0.548,132.29,63.531,72.06554880531745
zone_2,2024-12-21,0,28.79,46.623,1,2.438,0,2.526,9.695,5,6.246,0.548,132.29,65.567,82.15208371102877
zone_2,2024-12-28,0,36.242,69.814,0,0.307,0,4.733,9.233,5,6.246,0.548,132.29,68.27,83.47922126122899
zone_2,2025-01-04,1,47.823,65.807,0,1.433,1,3.43,10.193,6,6.246,0.548,132.29,70.191,98.0
zone_2,2025-01-11,1,48.391,71.528,2,1.534,1,1.455,11.059,5,6.246,0.548,132.29,77.683,98.0
zone_2,2025-01-18,0,59.401,84.406,1,2.19,2,2.274,10.248,6,6.246,0.548,132.29,79.525,98.0
zone_2,2025-01-25,0,39.613,60.652,1,2.765,4,3.725,8.78,6,6.246,0.548,132.29,83.249,89.71617300824123
zone_2,2025-02-01,1,51.905,79.877,0,2.86,2,1.906,11.006,7,6.246,0.548,132.29,86.016,98.0
zone_2,2025-02-08,0,45.301,71.436,0,5.057,1,3.641,9.276,2,6.246,0.548,132.29,88.618,83.75136036321099
zone_2,2025-02-15,0,45.601,54.025,0,2.58,1,4.061,9.967,7,6.246,0.548,132.29,86.439,98.0
zone_2,2025-02-22,0,53.109,61.853,0,2.256,1,3.059,6.782,4,6.246,0.548,132.29,88.359,82.41876110050013
zone_2,2025-03-01,3,63.702,74.472,0,1.571,6,3.958,9.043,2,6.246,0.548,132.29,87.986,98.0
zone_2,2025-03-08,1,62.398,68.682,1,3.601,1,3.233,10.836,7,6.246,0.548,132.29,93.075,98.0
zone_2,2025-03-15,0,61.817,85.732,1,2.415,1,3.049,9.036,6,6.246,0.548,132.29,95.883,98.0
zone_2,2025-03-22,1,61.763,99.415,1,4.538,3,3.274,11.519,7,6.246,0.548,132.29,96.25,98.0
zone_2,2025-03-29,0,58.881,76.224,0,1.481,0,1.963,11.655,5,6.246,0.548,132.29,99.118,98.0
zone_2,2025-04-05,0,55.895,81.747,2,2.533,3,1.962,11.967,7,6.246,0.548,132.29,99.149,98.0
zone_2,2025-04-12,2,69.002,111.504,0,1.122,1,3.369,10.093,7,6.246,0.548,132.29,100.0,98.0
zone_2,2025-04-19,0,62.56,79.573,0,0.338,3,2.485,13.032,7,6.246,0.548,132.29,100.0,98.0
zone_2,2025-04-26,0,47.22,59.226,0,0.344,2,2.105,9.206,6,6.246,0.548,132.29,100.0,98.0
zone_2,2025-05-03,0,53.561,82.208,2,1.766,3,2.047,9.396,6,6.246,0.548,132.29,99.782,98.0
zone_2,2025-05-10,0,41.02,49.136,0,2.286,2,3.166,10.244,10,6.246,0.548,132.29,99.229,98.0
zone_2,2025-05-17,0,52.364,63.743,1,1.156,2,2.665,11.219,4,6.246,0.548,132.29,99.538,98.0
zone_2,2025-05-24,0,56.939,80.877,1,2.145,4,4.137,7.601,6,6.246,0.548,132.29,96.443,94.31799941760937
zone_2,2025-05-31,1,58.359,82.766,0,2.005,1,3.669,9.054,2,6.246,0.548,132.29,96.511,93.49563489632406
zone_2,2025-06-07,0,39.358,50.635,0,2.327,2,2.399,5.524,7,6.246,0.548,132.29,94.997,83.68099485113576
zone_2,2025-06-14,0,46.244,68.46,1,4.477,1,3.491,10.212,7,6.246,0.548,132.29,92.761,98.0
zone_2,2025-06-21,2,46.844,74.266,0,1.71,1,2.522,9.054,4,6.246,0.548,132.29,92.955,98.0
zone_2,2025-06-28,0,35.328,65.657,1,3.569,3,3.445,11.852,4,6.246,0.548,132.29,97.835,98.0
zone_2,2025-07-05,0,35.454,64.576,0,2.717,2,4.1,6.272,1,6.246,0.548,132.29,98.707,69.7511158303048
zone_2,2025-07-12,0,22.541,38.608,1,3.249,0,4.627,7.34,0,6.246,0.548,132.29,93.437,65.52228560444507
zone_2,2025-07-19,0,30.994,43.235,0,3.702,3,3.217,5.847,0,6.246,0.548,132.29,87.477,60.99309708457048
zone_2,2025-07-26,1,26.116,55.791,1,2.68,1,4.231,7.043,3,6.246,0.548,132.29,82.48,75.1643682063088
zone_2,2025-08-02,0,2.852,20.945,0,1.845,1,2.231,7.048,4,6.246,0.548,132.29,82.595,66.4560730920423
zone_2,2025-08-09,0,21.762,29.5,1,0.591,2,0.843,8.043,1,6.246,0.548,132.29,78.82,66.59431492619552
zone_2,2025-08-16,0,4.984,15.706,0,1.556,3,2.233,5.686,1,6.246,0.548,132.29,76.992,52.319621616058804
zone_2,2025-08-23,0,10.313,11.336,0,3.776,0,1.415,8.649,7,6.246,0.548,132.29,72.639,80.11825998445771
zone_2,2025-08-30,1,7.538,32.468,0,3.75,0,3.111,8.685,8,6.246,0.548,132.29,72.645,86.5529601151809
zone_2,2025-09-06,0,10.39,44.966,0,1.182,2,1.919,7.165,6,6.246,0.548,132.29,74.273,72.39679367059318
zone_2,2025-09-13,0,11.26,35.829,0,3.019,1,2.496,7.903,6,6.246,0.548,132.29,73.638,75.19696200430364
zone_2,2025-09-20,1,6.527,30.856,0,3.196,1,0.892,4.861,1,6.246,0.548,132.29,72.88,53.036187348163516
zone_2,2025-09-27,0,0.0,14.378,0,3.523,1,2.493,6.1,5,6.246,0.548,132.29,68.602,61.00945056963179
zone_2,2025-10-04,0,4.783,25.075,0,2.962,0,4.998,5.663,5,6.246,0.548,132.29,68.252,60.770228254080926
zone_2,2025-10-11,0,12.856,31.941,0,3.578,0,3.253,6.981,6,6.246,0.548,132.29,66.684,70.39028750887643
zone_2,2025-10-18,0,21.519,35.423,0,2.078,1,4.355,7.814,5,6.246,0.548,132.29,66.022,73.15935658181382
zone_2,2025-10-25,0,18.704,48.445,1,3.105,1,4.877,7.309,6,6.246,0.548,132.29,69.466,74.14376183954022
zone_2,2025-11-01,1,17.011,37.099,0,1.985,1,3.598,7.304,1,6.246,0.548,132.29,70.649,64.58566772781491
zone_2,2025-11-08,0,29.7,49.14,0,1.658,1,3.269,7.843,4,6.246,0.548,132.29,73.223,74.99677336229878
zone_2,2025-11-15,0,14.223,21.248,2,1.879,2,2.657,10.656,1,6.246,0.548,132.29,75.669,73.00344261068976
zone_2,2025-11-22,1,6.085,25.22,1,0.101,0,4.579,9.86,5,6.246,0.548,132.29,76.135,83.12738317812422
zone_2,2025-11-29,1,36.158,69.617,0,2.64,1,5.5,8.585,7,6.246,0.548,132.29,77.626,93.55011469500268
zone_2,2025-12-06,0,34.462,57.513,0,3.466,1,4.065,8.37,6,6.246,0.548,132.29,81.177,86.06885248000665
zone_2,2025-12-13,1,45.138,65.8,0,1.367,4,4.362,8.93,1,6.246,0.548,132.29,83.075,82.5592468337278
zone_2,2025-12-20,0,29.757,61.047,0,3.379,3,1.536,5.998,7,6.246,0.548,132.29,85.049,79.74997268342482
zone_2,2025-12-27,0,31.272,36.418,0,3.13,3,4.691,8.817,4,6.246,0.548,132.29,82.783,81.6772115782191
zone_2,2026-01-03,1,61.044,92.773,0,1.214,4,4.328,8.881,5,6.246,0.548,132.29,82.252,98.0
zone_2,2026-01-10,0,41.661,66.37,1,3.647,2,3.32,12.964,3,6.246,0.548,132.29,86.73,98.0
zone_2,2026-01-17,0,60.379,73.764,1,1.249,2,2.23,8.854,3,6.246,0.548,132.29,85.188,88.6169341779081
zone_2,2026-01-24,1,48.701,65.504,0,2.891,1,3.534,9.016,6,6.246,0.548,132.29,85.029,98.0
zone_2,2026-01-31,1,52.599,58.412,1,1.51,1,1.068,9.015,8,6.246,0.548,132.29,90.755,98.0
zone_2,2026-02-07,2,43.735,55.479,1,2.346,2,1.777,11.269,8,6.246,0.548,132.29,88.384,98.0
zone_2,2026-02-14,1,54.768,77.971,2,2.125,2,3.126,10.258,8,6.246,0.548,132.29,90.729,98.0
zone_2,2026-02-21,0,58.287,88.607,1,1.829,3,1.713,8.063,9,6.246,0.548,132.29,90.011,98.0
zone_2,2026-02-28,1,56.274,73.052,1,1.347,1,1.046,11.545,8,6.246,0.548,132.29,90.684,98.0
zone_2,2026-03-07,2,55.132,73.798,0,0.581,2,3.703,10.747,8,6.246,0.548,132.29,94.24,98.0
zone_2,2026-03-14,1,52.886,59.951,0,1.506,2,3.847,11.702,7,6.246,0.548,132.29,96.736,98.0
zone_2,2026-03-21,0,58.193,74.773,0,1.736,2,2.273,11.002,8,6.246,0.548,132.29,96.5,98.0
