zone_id,week_start,flood_event_count_24m,avg_event_rainfall_mm,max_event_rainfall_mm,curfew_count_qtr,avg_curfew_hours,power_outage_count_month,avg_power_outage_hours,traffic_disruption_hours_week,disruption_days_month,proximity_river_km,coastal_exposure_index,elevation_m,adjacent_zone_risk_prev_week,month_sin,month_cos,geo_risk_index,risk_score_0_100,risk_bin
zone_1,2024-12-21,0,89.115,105.526,0,2.837,2,2.135,5.97,3,8.459,0.495,215.356,86.547,-2.4492935982947064e-16,1.0,0.19920278909074227,86.61596368774563,high
zone_1,2024-12-28,1,96.734,114.707,0,2.907,2,3.326,11.553,5,8.459,0.495,215.356,87.056,-2.4492935982947064e-16,1.0,0.19920278909074227,98.0,high
zone_1,2025-01-04,1,125.475,137.216,0,1.311,3,3.99,10.484,5,8.459,0.495,215.356,88.631,0.49999999999999994,0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2025-01-11,1,138.494,159.998,0,1.3,4,3.4,5.76,3,8.459,0.495,215.356,89.199,0.49999999999999994,0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2025-01-18,2,122.289,148.004,0,3.811,3,2.534,6.897,3,8.459,0.495,215.356,90.372,0.49999999999999994,0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2025-01-25,2,127.804,154.305,1,1.572,3,1.146,10.182,3,8.459,0.495,215.356,91.05,0.49999999999999994,0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2025-02-01,3,144.017,167.587,0,3.651,1,3.296,9.086,7,8.459,0.495,215.356,92.911,0.8660254037844386,0.5000000000000001,0.19920278909074227,98.0,high
zone_1,2025-02-08,2,154.138,185.039,1,0.263,1,2.791,8.345,7,8.459,0.495,215.356,92.862,0.8660254037844386,0.5000000000000001,0.19920278909074227,98.0,high
zone_1,2025-02-15,2,143.31,168.903,0,2.815,5,2.808,12.517,4,8.459,0.495,215.356,94.938,0.8660254037844386,0.5000000000000001,0.19920278909074227,98.0,high
zone_1,2025-02-22,2,161.448,174.496,2,1.858,2,3.53,9.231,1,8.459,0.495,215.356,96.725,0.8660254037844386,0.5000000000000001,0.19920278909074227,98.0,high
zone_1,2025-03-01,1,170.218,184.507,0,4.583,4,4.377,9.468,5,8.459,0.495,215.356,98.55,1.0,6.123233995736766e-17,0.19920278909074227,98.0,high
zone_1,2025-03-08,3,175.402,207.389,0,0.0,0,2.139,6.769,4,8.459,0.495,215.356,97.482,1.0,6.123233995736766e-17,0.19920278909074227,98.0,high
zone_1,2025-03-15,0,165.483,194.387,0,2.143,0,1.926,8.884,7,8.459,0.495,215.356,95.755,1.0,6.123233995736766e-17,0.19920278909074227,98.0,high
zone_1,2025-03-22,0,173.969,193.86,1,1.989,2,2.614,8.717,6,8.459,0.495,215.356,95.761,1.0,6.123233995736766e-17,0.19920278909074227,98.0,high
zone_1,2025-03-29,1,144.687,152.713,0,2.967,0,1.769,10.922,6,8.459,0.495,215.356,98.465,1.0,6.123233995736766e-17,0.19920278909074227,98.0,high
zone_1,2025-04-05,0,156.377,178.602,0,3.007,0,0.528,11.518,8,8.459,0.495,215.356,99.469,0.8660254037844387,-0.4999999999999998,0.19920278909074227,98.0,high
zone_1,2025-04-12,2,139.656,160.448,1,2.211,4,1.987,11.298,7,8.459,0.495,215.356,97.134,0.8660254037844387,-0.4999999999999998,0.19920278909074227,98.0,high
zone_1,2025-04-19,1,170.751,195.834,0,0.416,0,2.388,8.096,9,8.459,0.495,215.356,98.192,0.8660254037844387,-0.4999999999999998,0.19920278909074227,98.0,high
zone_1,2025-04-26,1,171.846,193.888,0,1.107,1,1.567,9.939,6,8.459,0.495,215.356,100.0,0.8660254037844387,-0.4999999999999998,0.19920278909074227,98.0,high
zone_1,2025-05-03,4,141.952,162.044,0,0.95,2,2.865,10.869,8,8.459,0.495,215.356,100.0,0.49999999999999994,-0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2025-05-10,1,133.399,146.639,1,3.3,3,2.778,8.508,6,8.459,0.495,215.356,100.0,0.49999999999999994,-0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2025-05-17,2,126.729,149.221,1,3.638,2,0.672,6.582,6,8.459,0.495,215.356,98.592,0.49999999999999994,-0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2025-05-24,3,131.834,161.547,2,1.874,1,2.63,12.233,6,8.459,0.495,215.356,98.536,0.49999999999999994,-0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2025-05-31,1,132.077,153.125,0,1.493,3,3.034,9.793,6,8.459,0.495,215.356,100.0,0.49999999999999994,-0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2025-06-07,1,102.775,107.28,0,2.142,2,1.524,7.89,4,8.459,0.495,215.356,100.0,1.2246467991473532e-16,-1.0,0.19920278909074227,98.0,high
zone_1,2025-06-14,2,101.314,113.251,0,2.188,2,3.248,9.921,3,8.459,0.495,215.356,99.507,1.2246467991473532e-16,-1.0,0.19920278909074227,98.0,high
zone_1,2025-06-21,0,87.593,109.904,0,0.0,3,3.042,8.032,7,8.459,0.495,215.356,96.862,1.2246467991473532e-16,-1.0,0.19920278909074227,98.0,high
zone_1,2025-06-28,1,89.903,113.734,1,3.788,1,2.752,6.584,5,8.459,0.495,215.356,95.737,1.2246467991473532e-16,-1.0,0.19920278909074227,98.0,high
zone_1,2025-07-05,0,56.524,79.7,0,3.187,3,4.5,4.804,4,8.459,0.495,215.356,94.037,-0.4999999999999997,-0.8660254037844388,0.19920278909074227,77.1903748245996,high
zone_1,2025-07-12,1,65.234,80.662,0,2.614,1,3.007,8.297,7,8.459,0.495,215.356,88.934,-0.4999999999999997,-0.8660254037844388,0.19920278909074227,98.0,high
zone_1,2025-07-19,0,67.138,91.854,0,3.14,0,3.233,8.955,5,8.459,0.495,215.356,94.042,-0.4999999999999997,-0.8660254037844388,0.19920278909074227,98.0,high
zone_1,2025-07-26,0,66.935,84.09,2,0.477,0,3.525,5.881,3,8.459,0.495,215.356,97.234,-0.4999999999999997,-0.8660254037844388,0.19920278909074227,82.45173042901799,high
zone_1,2025-08-02,1,33.957,71.901,0,2.331,2,1.499,6.601,3,8.459,0.495,215.356,97.019,-0.8660254037844385,-0.5000000000000004,0.19920278909074227,79.35351631042131,high
zone_1,2025-08-09,0,39.144,56.881,0,2.817,1,4.215,6.366,1,8.459,0.495,215.356,95.334,-0.8660254037844385,-0.5000000000000004,0.19920278909074227,69.714289811155,high
zone_1,2025-08-16,0,43.431,51.186,1,2.832,4,2.469,8.29,7,8.459,0.495,215.356,91.098,-0.8660254037844385,-0.5000000000000004,0.19920278909074227,93.41528326174006,high
zone_1,2025-08-23,1,51.946,71.068,0,2.331,1,2.198,6.363,5,8.459,0.495,215.356,95.15,-0.8660254037844385,-0.5000000000000004,0.19920278909074227,88.96359593545867,high
zone_1,2025-08-30,1,42.2,67.56,0,0.965,0,2.449,4.502,2,8.459,0.495,215.356,93.919,-0.8660254037844385,-0.5000000000000004,0.19920278909074227,70.57361863699403,high
zone_1,2025-09-06,0,30.079,47.889,0,2.54,1,3.678,3.588,3,8.459,0.495,215.356,87.208,-1.0,-1.8369701987210297e-16,0.19920278909074227,60.02422974067157,medium
zone_1,2025-09-13,0,29.918,49.881,1,1.7,0,2.419,6.748,6,8.459,0.495,215.356,77.411,-1.0,-1.8369701987210297e-16,0.19920278909074227,77.11687043968398,high
zone_1,2025-09-20,0,37.615,63.034,0,2.899,1,2.055,5.944,5,8.459,0.495,215.356,76.236,-1.0,-1.8369701987210297e-16,0.19920278909074227,73.44606892869902,high
zone_1,2025-09-27,1,33.933,43.999,0,0.823,0,3.165,7.367,4,8.459,0.495,215.356,73.767,-1.0,-1.8369701987210297e-16,0.19920278909074227,78.51064838289551,high
zone_1,2025-10-04,2,37.261,68.893,0,1.128,2,2.783,5.313,4,8.459,0.495,215.356,75.605,-0.8660254037844386,0.5000000000000001,0.19920278909074227,76.90086730015798,high
zone_1,2025-10-11,0,29.669,51.483,0,1.613,1,2.834,7.633,4,8.459,0.495,215.356,72.679,-0.8660254037844386,0.5000000000000001,0.19920278909074227,73.48599912846605,high
zone_1,2025-10-18,1,34.714,43.53,0,1.604,2,2.278,8.824,7,8.459,0.495,215.356,73.061,-0.8660254037844386,0.5000000000000001,0.19920278909074227,92.1481224432938,high
zone_1,2025-10-25,0,48.534,78.47,0,2.798,1,3.771,4.951,3,8.459,0.495,215.356,77.868,-0.8660254037844386,0.5000000000000001,0.19920278909074227,68.0911006980722,high
zone_1,2025-11-01,1,72.444,104.343,1,2.279,0,2.603,8.153,2,8.459,0.495,215.356,78.519,-0.5000000000000004,0.8660254037844384,0.19920278909074227,88.96790931534802,high
zone_1,2025-11-08,1,64.073,78.074,0,3.971,0,2.732,4.479,3,8.459,0.495,215.356,81.51,-0.5000000000000004,0.8660254037844384,0.19920278909074227,76.51024254101314,high
zone_1,2025-11-15,0,57.183,88.237,1,2.237,2,0.448,4.623,3,8.459,0.495,215.356,79.984,-0.5000000000000004,0.8660254037844384,0.19920278909074227,70.1129006522451,high
zone_1,2025-11-22,0,70.943,94.728,0,3.23,2,2.382,8.672,5,8.459,0.495,215.356,78.039,-0.5000000000000004,0.8660254037844384,0.19920278909074227,94.12880613302764,high
zone_1,2025-11-29,0,78.771,79.164,0,1.837,1,1.916,6.334,9,8.459,0.495,215.356,81.259,-0.5000000000000004,0.8660254037844384,0.19920278909074227,98.0,high
zone_1,2025-12-06,1,94.408,111.5,0,1.202,3,3.403,9.126,2,8.459,0.495,215.356,88.211,-2.4492935982947064e-16,1.0,0.19920278909074227,98.0,high
zone_1,2025-12-13,0,90.524,115.587,0,1.884,1,2.845,10.798,7,8.459,0.495,215.356,91.878,-2.4492935982947064e-16,1.0,0.19920278909074227,98.0,high
zone_1,2025-12-20,1,106.027,141.497,1,1.142,1,3.462,8.346,4,8.459,0.495,215.356,92.589,-2.4492935982947064e-16,1.0,0.19920278909074227,98.0,high
zone_1,2025-12-27,0,91.402,104.366,0,3.087,1,2.215,4.522,2,8.459,0.495,215.356,92.323,-2.4492935982947064e-16,1.0,0.19920278909074227,80.84449774799538,high
zone_1,2026-01-03,3,110.512,120.949,1,2.724,3,2.395,7.691,3,8.459,0.495,215.356,86.406,0.49999999999999994,0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2026-01-10,0,136.28,149.94,0,2.818,0,4.405,7.873,9,8.459,0.495,215.356,88.898,0.49999999999999994,0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2026-01-17,3,143.459,164.002,0,3.717,2,2.309,10.537,5,8.459,0.495,215.356,89.656,0.49999999999999994,0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2026-01-24,1,128.188,156.182,0,2.15,3,3.653,11.68,8,8.459,0.495,215.356,94.804,0.49999999999999994,0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2026-01-31,0,136.74,151.752,0,3.82,1,4.313,6.119,1,8.459,0.495,215.356,94.694,0.49999999999999994,0.8660254037844387,0.19920278909074227,98.0,high
zone_1,2026-02-07,2,158.859,180.862,0,2.37,1,0.658,10.402,8,8.459,0.495,215.356,96.947,0.8660254037844386,0.5000000000000001,0.19920278909074227,98.0,high
zone_1,2026-02-14,3,151.64,162.38,1,1.949,3,2.618,8.246,8,8.459,0.495,215.356,94.006,0.8660254037844386,0.5000000000000001,0.19920278909074227,98.0,high
zone_1,2026-02-21,1,162.293,186.817,0,0.715,1,2.383,9.982,3,8.459,0.495,215.356,93.455,0.8660254037844386,0.5000000000000001,0.19920278909074227,98.0,high
zone_1,2026-02-28,1,167.929,190.272,0,0.322,0,3.964,10.421,7,8.459,0.495,215.356,94.821,0.8660254037844386,0.5000000000000001,0.19920278909074227,98.0,high
zone_1,2026-03-07,3,172.179,197.443,0,1.673,2,2.194,11.624,6,8.459,0.495,215.356,99.176,1.0,6.123233995736766e-17,0.19920278909074227,98.0,high
zone_1,2026-03-14,0,173.117,182.782,0,4.113,1,2.442,9.634,6,8.459,0.495,215.356,98.435,1.0,6.123233995736766e-17,0.19920278909074227,98.0,high
zone_1,2026-03-21,1,176.657,182.791,0,1.073,0,4.37,11.689,3,8.459,0.495,215.356,97.592,1.0,6.123233995736766e-17,0.19920278909074227,98.0,high
zone_1,2026-03-28,0,171.542,178.7,1,2.377,4,2.819,7.622,6,8.459,0.495,215.356,99.332,1.0,6.123233995736766e-17,0.19920278909074227,98.0,high
zone_1,2026-04-04,3,147.388,170.079,0,0.329,2,3.633,7.901,8,8.459,0.495,215.356,100.0,0.8660254037844387,-0.4999999999999998,0.19920278909074227,98.0,high
zone_1,2026-04-11,1,156.213,172.28,1,2.191,2,1.275,11.907,9,8.459,0.495,215.356,98.952,0.8660254037844387,-0.4999999999999998,0.19920278909074227,98.0,high
zone_1,2026-04-18,4,180.547,208.511,0,2.381,2,3.72,11.134,5,8.459,0.495,215.356,97.057,0.8660254037844387,-0.4999999999999998,0.19920278909074227,98.0,high
zone_10,2024-03-02,3,198.045,212.815,0,0.82,3,4.811,11.078,2,2.458,0.584,159.034,47.029,1.0,6.123233995736766e-17,0.3775786540316861,98.0,high
zone_10,2024-03-09,1,188.026,213.556,0,2.203,1,1.707,10.986,6,2.458,0.584,159.034,58.54,1.0,6.123233995736766e-17,0.3775786540316861,98.0,high
zone_10,2024-03-16,4,205.432,224.022,0,2.323,0,3.444,12.111,7,2.458,0.584,159.034,63.199,1.0,6.123233995736766e-17,0.3775786540316861,98.0,high
zone_10,2024-03-23,1,189.091,208.692,0,0.651,2,3.443,10.175,3,2.458,0.584,159.034,69.273,1.0,6.123233995736766e-17,0.3775786540316861,98.0,high
zone_10,2024-03-30,3,214.425,246.886,0,3.832,1,4.704,8.782,6,2.458,0.584,159.034,75.028,1.0,6.123233995736766e-17,0.3775786540316861,98.0,high
zone_10,2024-04-06,1,176.09,191.003,0,3.617,1,2.705,9.116,6,2.458,0.584,159.034,80.548,0.8660254037844387,-0.4999999999999998,0.3775786540316861,98.0,high
zone_10,2024-04-13,3,183.748,207.054,1,0.429,3,2.221,8.644,4,2.458,0.584,159.034,82.938,0.8660254037844387,-0.4999999999999998,0.3775786540316861,98.0,high
zone_10,2024-04-20,2,191.71,207.04,0,2.029,1,0.2,8.498,8,2.458,0.584,159.034,85.456,0.8660254037844387,-0.4999999999999998,0.3775786540316861,98.0,high
zone_10,2024-04-27,1,180.073,181.418,0,0.903,0,2.968,8.221,2,2.458,0.584,159.034,86.8,0.8660254037844387,-0.4999999999999998,0.3775786540316861,98.0,high
zone_10,2024-05-04,3,160.979,185.713,1,1.54,2,1.367,10.085,5,2.458,0.584,159.034,88.722,0.49999999999999994,-0.8660254037844387,0.3775786540316861,98.0,high
zone_10,2024-05-11,1,147.568,171.864,0,2.021,2,2.485,9.834,2,2.458,0.584,159.034,89.739,0.49999999999999994,-0.8660254037844387,0.3775786540316861,98.0,high
zone_10,2024-05-18,3,147.695,174.539,0,1.023,0,0.453,7.064,8,2.458,0.584,159.034,91.834,0.49999999999999994,-0.8660254037844387,0.3775786540316861,98.0,high
zone_10,2024-05-25,4,151.714,164.444,0,2.015,1,2.603,9.64,5,2.458,0.584,159.034,93.805,0.49999999999999994,-0.8660254037844387,0.3775786540316861,98.0,high
zone_10,2024-06-01,2,118.271,150.39,1,1.993,1,3.872,8.688,7,2.458,0.584,159.034,93.673,1.2246467991473532e-16,-1.0,0.3775786540316861,98.0,high
zone_10,2024-06-08,2,123.856,151.982,0,2.398,5,2.196,8.624,5,2.458,0.584,159.034,93.412,1.2246467991473532e-16,-1.0,0.3775786540316861,98.0,high
zone_10,2024-06-15,1,120.682,134.568,0,4.37,1,4.262,7.886,2,2.458,0.584,159.034,92.689,1.2246467991473532e-16,-1.0,0.3775786540316861,98.0,high
zone_10,2024-06-22,3,110.846,136.073,1,4.461,3,2.089,7.325,8,2.458,0.584,159.034,95.459,1.2246467991473532e-16,-1.0,0.3775786540316861,98.0,high
zone_10,2024-06-29,2,113.887,140.082,0,1.614,2,2.758,9.056,3,2.458,0.584,159.034,95.479,1.2246467991473532e-16,-1.0,0.3775786540316861,98.0,high
zone_10,2024-07-06,3,72.689,88.82,0,3.119,0,3.312,6.717,7,2.458,0.584,159.034,97.347,-0.4999999999999997,-0.8660254037844388,0.3775786540316861,98.0,high
zone_10,2024-07-13,3,88.73,100.336,0,2.547,0,3.283,10.483,1,2.458,0.584,159.034,96.296,-0.4999999999999997,-0.8660254037844388,0.3775786540316861,98.0,high
zone_10,2024-07-20,1,66.796,93.303,0,4.214,0,3.4,9.664,6,2.458,0.584,159.034,93.361,-0.4999999999999997,-0.8660254037844388,0.3775786540316861,98.0,high
zone_10,2024-07-27,1,63.305,78.75,0,1.98,3,1.999,4.898,6,2.458,0.584,159.034,93.369,-0.4999999999999997,-0.8660254037844388,0.3775786540316861,90.30474801938526,high
zone_10,2024-08-03,1,53.954,85.133,0,3.219,2,3.576,7.604,0,2.458,0.584,159.034,91.018,-0.8660254037844385,-0.5000000000000004,0.3775786540316861,80.22502019357609,high
zone_10,2024-08-10,1,53.293,74.477,0,1.141,0,3.057,7.907,5,2.458,0.584,159.034,88.258,-0.8660254037844385,-0.5000000000000004,0.3775786540316861,94.12454045257194,high
zone_10,2024-08-17,0,56.235,73.235,0,2.326,2,3.782,6.552,2,2.458,0.584,159.034,89.603,-0.8660254037844385,-0.5000000000000004,0.3775786540316861,77.77547504024461,high
zone_10,2024-08-24,0,34.268,72.359,0,2.016,1,3.021,8.192,5,2.458,0.584,159.034,89.392,-0.8660254037844385,-0.5000000000000004,0.3775786540316861,85.26544549128597,high
zone_10,2024-08-31,1,40.411,61.089,0,1.981,0,3.093,5.802,4,2.458,0.584,159.034,90.768,-0.8660254037844385,-0.5000000000000004,0.3775786540316861,80.40927118307438,high
zone_10,2024-09-07,0,33.473,66.055,1,1.376,1,3.125,7.291,3,2.458,0.584,159.034,88.986,-1.0,-1.8369701987210297e-16,0.3775786540316861,76.11052972604858,high
zone_10,2024-09-14,0,26.652,42.28,0,2.191,1,3.735,6.233,6,2.458,0.584,159.034,84.406,-1.0,-1.8369701987210297e-16,0.3775786540316861,77.13612429789002,high
zone_10,2024-09-21,0,46.214,66.142,0,0.972,1,3.646,5.308,1,2.458,0.584,159.034,80.41,-1.0,-1.8369701987210297e-16,0.3775786540316861,64.87277883879287,medium
zone_10,2024-09-28,0,30.652,47.888,0,3.449,0,1.213,5.466,5,2.458,0.584,159.034,75.485,-1.0,-1.8369701987210297e-16,0.3775786540316861,70.34304560192712,high
zone_10,2024-10-05,1,53.894,75.55,2,1.895,0,4.619,8.103,3,2.458,0.584,159.034,73.548,-0.8660254037844386,0.5000000000000001,0.3775786540316861,85.47872622301568,high
zone_10,2024-10-12,0,38.982,44.277,0,2.004,0,3.424,8.257,5,2.458,0.584,159.034,78.543,-0.8660254037844386,0.5000000000000001,0.3775786540316861,83.9627041481739,high
zone_10,2024-10-19,2,37.378,59.732,0,0.881,2,4.259,7.325,3,2.458,0.584,159.034,80.727,-0.8660254037844386,0.5000000000000001,0.3775786540316861,83.95489033543534,high
zone_10,2024-10-26,0,57.483,84.754,1,2.553,4,1.755,6.191,3,2.458,0.584,159.034,81.105,-0.8660254037844386,0.5000000000000001,0.3775786540316861,77.24411992259829,high
zone_10,2024-11-02,1,72.711,83.548,0,2.306,0,2.319,7.901,10,2.458,0.584,159.034,80.653,-0.5000000000000004,0.8660254037844384,0.3775786540316861,98.0,high
zone_10,2024-11-09,1,71.867,87.68,0,1.656,0,1.729,8.292,4,2.458,0.584,159.034,86.472,-0.5000000000000004,0.8660254037844384,0.3775786540316861,97.9677928824601,high
zone_10,2024-11-16,2,75.616,103.35,1,2.189,0,5.069,7.379,3,2.458,0.584,159.034,90.154,-0.5000000000000004,0.8660254037844384,0.3775786540316861,98.0,high
